periodo,mes,anio,region,formato_tienda,categoria,inventario_inicial_unidades,reabastecimiento_unidades,demanda_unidades,inventario_final_unidades,disponibilidad_pct,quiebre_inventario,quiebre_pct,dias_inventario_estimado,rotacion_inventario,fuente_base,nota_metodologica
2024-02,Febrero,2024,Santanderes,Supermercado,Hogar,36,14,30,20,0.72,0,0.28,28.0,48560.24,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Premium,Hogar,28,12,21,19,0.72,0,0.28,33.6,37146.19,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Mayorista,Hogar,31,18,25,24,0.72,0,0.28,33.0,39231.22,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Hipermercado,Tecnologia,29,18,23,24,0.7229,0,0.2771,34.6,35312.0,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Supermercado,Tecnologia,32,15,27,20,0.72,0,0.28,28.9,141789.38,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Premium,Tecnologia,34,18,27,25,0.72,0,0.28,32.8,141624.47,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Mayorista,Tecnologia,24,9,22,11,0.72,0,0.28,23.9,123550.73,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Hipermercado,Electrodomesticos,16,9,15,10,0.72,0,0.28,26.0,156404.95,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Supermercado,Electrodomesticos,18,11,14,15,0.7282,0,0.2718,35.4,111033.07,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Premium,Electrodomesticos,19,10,15,14,0.72,0,0.28,33.0,38874.15,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Mayorista,Electrodomesticos,28,13,21,20,0.72,0,0.28,34.3,51045.98,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Hipermercado,Moda,24,13,17,20,0.7463,0,0.2537,38.8,31917.37,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Supermercado,Moda,22,13,16,19,0.748,0,0.252,38.4,20787.93,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Premium,Moda,17,7,16,8,0.72,0,0.28,23.4,48996.24,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Mayorista,Moda,23,9,21,11,0.72,0,0.28,24.3,47883.39,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Hipermercado,Salud y bienestar,18,11,15,14,0.72,0,0.28,32.0,43723.11,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Supermercado,Salud y bienestar,17,10,14,13,0.72,0,0.28,32.1,27316.44,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Premium,Salud y bienestar,21,12,15,18,0.75,0,0.25,39.0,28556.73,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-02,Febrero,2024,Santanderes,Mayorista,Salud y bienestar,18,11,14,15,0.7282,0,0.2718,35.4,32966.2,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Mercado y alimentos,681,383,512,552,0.7294,0,0.2706,36.1,17267.77,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Mercado y alimentos,739,402,517,624,0.7511,0,0.2489,39.5,33145.62,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Mercado y alimentos,613,328,474,467,0.72,0,0.28,34.2,41016.19,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Mercado y alimentos,706,332,504,534,0.7259,0,0.2741,36.9,16341.36,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Frescos,216,102,156,162,0.7219,0,0.2781,36.3,38207.13,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Frescos,223,111,186,148,0.72,0,0.28,29.9,16119.74,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Frescos,261,151,227,185,0.72,0,0.28,29.5,40301.05,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Frescos,187,90,160,117,0.72,0,0.28,28.5,20705.66,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Aseo y cuidado personal,251,105,197,159,0.72,0,0.28,31.2,22076.99,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Aseo y cuidado personal,278,166,213,231,0.7306,0,0.2694,35.8,11110.69,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Aseo y cuidado personal,228,113,176,165,0.72,0,0.28,33.5,22218.8,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Aseo y cuidado personal,222,111,188,145,0.72,0,0.28,29.3,12484.39,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Hogar,181,95,161,115,0.72,0,0.28,27.6,17022.66,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Hogar,148,89,137,100,0.72,0,0.28,27.2,19371.78,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Hogar,141,58,114,85,0.72,0,0.28,29.7,35954.19,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Hogar,146,68,121,93,0.72,0,0.28,29.6,27764.48,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Tecnologia,145,52,106,91,0.72,0,0.28,33.4,76966.88,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Tecnologia,158,83,142,99,0.72,0,0.28,27.1,93825.32,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Tecnologia,162,61,116,107,0.72,0,0.28,34.8,37816.23,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Tecnologia,118,73,98,93,0.72,0,0.28,32.3,151753.82,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Electrodomesticos,92,52,82,62,0.72,0,0.28,28.2,131797.22,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Electrodomesticos,104,57,86,75,0.72,0,0.28,31.2,140645.82,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Electrodomesticos,123,79,105,97,0.72,0,0.28,31.4,152857.83,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Electrodomesticos,136,75,96,115,0.7497,0,0.2503,39.2,59150.19,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Moda,86,36,79,43,0.72,0,0.28,24.5,21555.99,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Moda,130,52,96,86,0.72,0,0.28,33.8,32372.6,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Moda,128,66,89,105,0.7468,0,0.2532,39.3,21112.35,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Moda,108,65,87,86,0.72,0,0.28,33.4,18762.31,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Hipermercado,Salud y bienestar,87,38,70,55,0.72,0,0.28,30.4,39044.42,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Supermercado,Salud y bienestar,137,52,95,94,0.72,0,0.28,36.5,34168.69,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Premium,Salud y bienestar,94,54,71,77,0.7306,0,0.2694,36.1,30925.46,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Bogota y Cundinamarca,Mayorista,Salud y bienestar,92,69,82,79,0.72,0,0.28,31.3,31920.6,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Mercado y alimentos,349,153,306,196,0.72,0,0.28,26.7,15026.22,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Mercado y alimentos,498,217,351,364,0.7216,0,0.2784,36.8,27846.13,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Mercado y alimentos,253,145,237,161,0.72,0,0.28,26.2,26370.03,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Mercado y alimentos,349,178,306,221,0.72,0,0.28,27.9,31406.37,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Frescos,155,68,119,104,0.72,0,0.28,32.6,19933.98,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Frescos,127,66,107,86,0.72,0,0.28,29.9,23624.67,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Frescos,101,44,95,50,0.72,0,0.28,23.8,48835.25,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Frescos,128,84,104,108,0.7219,0,0.2781,34.0,13773.32,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Aseo y cuidado personal,135,56,95,96,0.72,0,0.28,36.5,18882.25,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Aseo y cuidado personal,96,61,91,66,0.72,0,0.28,26.7,48343.55,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Aseo y cuidado personal,137,60,102,95,0.72,0,0.28,34.1,35205.04,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Aseo y cuidado personal,133,78,111,100,0.72,0,0.28,31.5,18637.71,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Hogar,112,40,80,72,0.72,0,0.28,34.5,33681.0,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Hogar,89,57,70,76,0.7308,0,0.2692,35.4,30169.39,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Hogar,97,59,73,83,0.7398,0,0.2602,37.0,11919.82,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Hogar,102,63,86,79,0.72,0,0.28,31.6,45259.0,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Tecnologia,88,30,66,52,0.72,0,0.28,31.8,41680.63,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Tecnologia,89,62,78,73,0.72,0,0.28,31.2,149622.91,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Tecnologia,129,72,90,111,0.7551,0,0.2449,40.0,65508.76,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Tecnologia,117,39,83,73,0.72,0,0.28,34.3,71985.2,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Electrodomesticos,87,32,70,49,0.72,0,0.28,29.1,115971.28,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Electrodomesticos,70,29,64,35,0.72,0,0.28,24.6,130581.16,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Electrodomesticos,88,50,67,71,0.726,0,0.274,35.6,66392.33,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Electrodomesticos,89,53,64,78,0.7529,0,0.2471,39.1,30510.8,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Moda,79,50,66,63,0.72,0,0.28,32.3,24569.26,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Moda,59,27,53,33,0.72,0,0.28,26.0,22860.37,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Moda,89,49,64,74,0.743,0,0.257,38.2,22298.6,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Moda,80,36,64,52,0.72,0,0.28,30.9,19328.1,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Hipermercado,Salud y bienestar,69,28,55,42,0.72,0,0.28,30.3,13519.15,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Supermercado,Salud y bienestar,47,22,45,24,0.72,0,0.28,23.7,55533.41,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Premium,Salud y bienestar,69,45,60,54,0.72,0,0.28,30.7,34270.12,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Antioquia,Mayorista,Salud y bienestar,62,29,45,46,0.72,0,0.28,36.0,10042.0,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Hipermercado,Mercado y alimentos,231,106,179,158,0.72,0,0.28,32.6,13801.74,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Supermercado,Mercado y alimentos,266,155,210,211,0.72,0,0.28,34.1,23509.74,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Premium,Mercado y alimentos,238,95,202,131,0.72,0,0.28,27.4,45297.48,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Mayorista,Mercado y alimentos,250,183,220,213,0.72,0,0.28,31.6,17450.29,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Hipermercado,Frescos,120,79,95,104,0.7324,0,0.2676,35.4,33941.04,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Supermercado,Frescos,97,66,89,74,0.72,0,0.28,28.8,26805.46,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Premium,Frescos,117,59,84,92,0.7325,0,0.2675,37.3,25587.12,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Mayorista,Frescos,102,50,90,62,0.72,0,0.28,27.3,36153.55,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Hipermercado,Aseo y cuidado personal,112,42,83,71,0.72,0,0.28,33.1,18452.34,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Supermercado,Aseo y cuidado personal,96,65,81,80,0.72,0,0.28,32.6,14150.04,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
2024-03,Marzo,2024,Valle del Cauca,Premium,Aseo y cuidado personal,70,50,63,57,0.72,0,0.28,30.2,18650.93,Grupo Éxito - Informe de Gestión 2024 / Información citada en el documento de la Actividad 8,Dataset sintético académico estimado a partir de cifras públicas; no corresponde a datos internos reales de Grupo Éxito.
